Voltage U1	Corriente IA
U1/V	IA/nA

35.97	1.07
35.99	1.02
36.01	0.99
36.04	1.01
36.06	0.98
36.09	0.95
36.11	0.96
36.14	0.94
36.16	0.89
36.19	0.90
36.21	0.90
36.23	0.85
36.26	0.83
36.28	0.85
36.31	0.80
36.33	0.79
36.36	0.81
36.38	0.75
36.41	0.75
36.43	0.78
36.45	0.72
36.48	0.68
36.50	0.72
36.53	0.69
36.55	0.63
36.58	0.66
36.60	0.66
36.62	0.60
36.65	0.61
36.67	0.64
36.70	0.58
36.72	0.56
36.75	0.60
36.77	0.56
36.80	0.51
36.82	0.56
36.84	0.54
36.87	0.48
36.89	0.50
36.92	0.53
36.94	0.47
36.97	0.48
36.99	0.49
37.02	0.46
37.04	0.45
37.06	0.46
37.09	0.42
37.11	0.42
37.14	0.44
37.16	0.40
37.19	0.40
37.21	0.42
37.24	0.40
37.26	0.38
37.28	0.39
37.31	0.39
37.33	0.36
37.36	0.36
37.38	0.37
37.41	0.34
37.43	0.34
37.46	0.36
37.48	0.33
37.50	0.33
37.53	0.34
37.55	0.33
37.58	0.31
37.60	0.31
37.63	0.32
37.65	0.29
37.68	0.29
37.70	0.31
37.72	0.27
37.75	0.27
37.77	0.29
37.80	0.27
37.82	0.27
37.85	0.27
37.87	0.27
37.89	0.24
37.92	0.24
37.94	0.26
37.97	0.23
37.99	0.23
38.02	0.25
38.04	0.21
38.07	0.21
38.09	0.22
38.11	0.21
38.14	0.20
38.16	0.20
38.19	0.21
38.21	0.19
38.24	0.19
38.26	0.21
38.29	0.18
38.31	0.18
38.33	0.19
38.36	0.17
38.38	0.17
38.41	0.17
38.43	0.17
38.46	0.15
38.48	0.15
38.51	0.17
38.53	0.15
38.55	0.15
38.58	0.17
38.60	0.14
38.63	0.14
38.65	0.14
38.68	0.13
38.70	0.13
38.73	0.13
38.75	0.14
38.77	0.13
38.80	0.15
38.82	0.15
38.85	0.12
38.87	0.13
38.90	0.13
38.92	0.11
38.94	0.11
38.97	0.12
38.99	0.11
39.02	0.11
39.04	0.12
39.07	0.12
39.09	0.11
39.12	0.12
39.14	0.12
39.16	0.10
39.19	0.10
39.21	0.11
39.24	0.09
39.26	0.09
39.29	0.10
39.31	0.10
39.34	0.09
39.36	0.11
39.38	0.11
39.41	0.09
39.43	0.10
39.46	0.08
39.48	0.08
39.51	0.08
39.53	0.09
39.56	0.09
39.58	0.09
39.60	0.10
39.63	0.10
39.65	0.10
39.68	0.11
39.70	0.10
39.73	0.10
39.75	0.11
39.78	0.11
39.80	0.11
39.82	0.11
39.85	0.13
39.87	0.12
39.90	0.12
39.92	0.15
39.95	0.14
39.97	0.14
39.99	0.16
40.02	0.16
40.04	0.17
40.07	0.18
40.09	0.20
40.12	0.20
40.14	0.21
40.17	0.25
40.19	0.24
40.21	0.24
40.24	0.29
40.26	0.28
40.29	0.28
40.31	0.32
40.34	0.33
40.36	0.33
40.39	0.37
40.41	0.41
40.43	0.40
40.46	0.42
40.48	0.47
40.51	0.46
40.53	0.47
40.56	0.50
40.58	0.51
40.61	0.52
40.63	0.57
40.65	0.60
40.68	0.59
40.70	0.64
40.73	0.69
40.75	0.69
40.78	0.71
40.80	0.78
40.83	0.77
40.85	0.79
40.87	0.86
40.90	0.88
40.92	0.90
40.95	0.96
40.97	1.00
41.00	0.99
41.02	1.04
41.05	1.09
41.07	1.08
41.09	1.11
41.12	1.19
41.14	1.19
41.17	1.21
41.19	1.28
41.22	1.30
41.24	1.34
41.26	1.42
41.29	1.41
41.31	1.41
41.34	1.50
41.36	1.52
41.39	1.50
41.41	1.57
41.44	1.62
41.46	1.59
41.48	1.65
41.51	1.72
41.53	1.70
41.56	1.72
41.58	1.80
